timestamp,batch_id,moe_layer_id,experts_activated,GPU_0_total_mem_capacity,GPU_0_mem_usage,GPU_0_mem_free,GPU_0_experts_can_fit,GPU_1_total_mem_capacity,GPU_1_mem_usage,GPU_1_mem_free,GPU_1_experts_can_fit
2025-07-17T20:31:50.274832,0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,52.4385986328125,159,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.621841,0,1,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.641250,0,2,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.660575,0,3,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.678830,0,4,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.698910,0,5,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.718796,0,6,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.738739,0,7,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.758929,0,8,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.777063,0,9,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.796337,0,10,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.817087,0,11,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.837125,0,12,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.856761,0,13,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.875908,0,14,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.894630,0,15,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
2025-07-17T20:31:50.913459,0,16,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,38.813167095184326,51.92730712890625,158,93.01580810546875,0.0,51.92730712890625,158
