timestamp,batch_id,moe_layer_id,experts_activated,GPU_0_total_mem_capacity,GPU_0_mem_usage,GPU_0_mem_free,GPU_0_experts_can_fit,GPU_1_total_mem_capacity,GPU_1_mem_usage,GPU_1_mem_free,GPU_1_experts_can_fit
2025-07-20T18:04:39.654144,0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:39.900777,0,1,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:39.920133,0,2,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:39.939071,0,3,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:39.958044,0,4,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:39.977097,0,5,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:39.996229,0,6,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.015259,0,7,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.034233,0,8,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.050616,0,9,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.070150,0,10,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.088206,0,11,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.108091,0,12,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.125748,0,13,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.145410,0,14,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.163563,0,15,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.182340,0,16,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.201830,0,17,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.220204,0,18,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.239095,0,19,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.257441,0,20,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.276004,0,21,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.295030,0,22,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.313130,0,23,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
2025-07-20T18:04:40.331415,0,24,"[0, 1, 2, 3, 4, 5, 6, 7]",93.01580810546875,40.5771484375,52.43865966796875,159,93.01580810546875,41.08843994140625,51.9273681640625,158
